id,name,slug,description,parent_id,level,display_order,active,featured,product_count,show_in_menu,show_in_footer
3729,Bicycle Tights,bicycle-tights,Apparel & Accessories > Clothing > Activewear > Bicycle Activewear > Bicycle Tights,5697,5,135,true,false,0,false,false
5378,Boxing Shorts,boxing-shorts,Apparel & Accessories > Clothing > Activewear > Boxing Shorts,5322,4,136,true,false,0,false,false
499979,"Dance Dresses, Skirts & Costumes",dance-dresses-skirts-costumes,"Apparel & Accessories > Clothing > Activewear > Dance Dresses, Skirts & Costumes",5322,4,137,true,false,0,false,false
5460,Hunting Clothing,hunting-clothing,Apparel & Accessories > Clothing > Activewear > Hunting Clothing,5322,4,138,true,false,0,false,false
5462,Ghillie Suits,ghillie-suits,Apparel & Accessories > Clothing > Activewear > Hunting Clothing > Ghillie Suits,5460,5,139,true,false,0,false,false
5461,Hunting & Fishing Vests,hunting-fishing-vests,Apparel & Accessories > Clothing > Activewear > Hunting Clothing > Hunting & Fishing Vests,5460,5,140,true,false,0,false,false
5552,Hunting & Tactical Pants,hunting-tactical-pants,Apparel & Accessories > Clothing > Activewear > Hunting Clothing > Hunting & Tactical Pants,5460,5,141,true,false,0,false,false
5379,Martial Arts Shorts,martial-arts-shorts,Apparel & Accessories > Clothing > Activewear > Martial Arts Shorts,5322,4,142,true,false,0,false,false
5517,Motorcycle Protective Clothing,motorcycle-protective-clothing,Apparel & Accessories > Clothing > Activewear > Motorcycle Protective Clothing,5322,4,143,true,false,0,false,false
6006,Motorcycle Jackets,motorcycle-jackets,Apparel & Accessories > Clothing > Activewear > Motorcycle Protective Clothing > Motorcycle Jackets,5517,5,144,true,false,0,false,false
7003,Motorcycle Pants,motorcycle-pants,Apparel & Accessories > Clothing > Activewear > Motorcycle Protective Clothing > Motorcycle Pants,5517,5,145,true,false,0,false,false
5463,Motorcycle Suits,motorcycle-suits,Apparel & Accessories > Clothing > Activewear > Motorcycle Protective Clothing > Motorcycle Suits,5517,5,146,true,false,0,false,false
5555,Paintball Clothing,paintball-clothing,Apparel & Accessories > Clothing > Activewear > Paintball Clothing,5322,4,147,true,false,0,false,false
182,Baby & Toddler Clothing,baby-toddler-clothing,Apparel & Accessories > Clothing > Baby & Toddler Clothing,1604,3,148,true,false,0,false,false
5408,Baby & Toddler Bottoms,baby-toddler-bottoms,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms,182,4,149,true,false,0,false,false
5549,Baby & Toddler Diaper Covers,baby-toddler-diaper-covers,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Diaper Covers,182,4,150,true,false,0,false,false
5424,Baby & Toddler Dresses,baby-toddler-dresses,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses,182,4,151,true,false,0,false,false
5425,Baby & Toddler Outerwear,baby-toddler-outerwear,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Outerwear,182,4,152,true,false,0,false,false
5622,Baby & Toddler Outfits,baby-toddler-outfits,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Outfits,182,4,153,true,false,0,false,false
5412,Baby & Toddler Sleepwear,baby-toddler-sleepwear,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Sleepwear,182,4,154,true,false,0,false,false
5423,Baby & Toddler Socks & Tights,baby-toddler-socks-tights,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Socks & Tights,182,4,155,true,false,0,false,false
5409,Baby & Toddler Swimwear,baby-toddler-swimwear,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Swimwear,182,4,156,true,false,0,false,false
5410,Baby & Toddler Tops,baby-toddler-tops,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Tops,182,4,157,true,false,0,false,false
5411,Baby One-Pieces,baby-one-pieces,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby One-Pieces,182,4,158,true,false,0,false,false
5621,Toddler Underwear,toddler-underwear,Apparel & Accessories > Clothing > Baby & Toddler Clothing > Toddler Underwear,182,4,159,true,false,0,false,false
2271,Dresses,dresses,Apparel & Accessories > Clothing > Dresses,1604,3,160,true,false,0,false,false
5182,One-Pieces,one-pieces,Apparel & Accessories > Clothing > One-Pieces,1604,3,161,true,false,0,false,false
5250,Jumpsuits & Rompers,jumpsuits-rompers,Apparel & Accessories > Clothing > One-Pieces > Jumpsuits & Rompers,5182,4,162,true,false,0,false,false
5490,Leotards & Unitards,leotards-unitards,Apparel & Accessories > Clothing > One-Pieces > Leotards & Unitards,5182,4,163,true,false,0,false,false
7132,Overalls,overalls,Apparel & Accessories > Clothing > One-Pieces > Overalls,5182,4,164,true,false,0,false,false
203,Outerwear,outerwear,Apparel & Accessories > Clothing > Outerwear,1604,3,165,true,false,0,false,false
5506,Chaps,chaps,Apparel & Accessories > Clothing > Outerwear > Chaps,203,4,166,true,false,0,false,false
5598,Coats & Jackets,coats-jackets,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets,203,4,167,true,false,0,false,false
5514,Rain Pants,rain-pants,Apparel & Accessories > Clothing > Outerwear > Rain Pants,203,4,168,true,false,0,false,false
